Date,Dollar_Rate
"Dec 25, 2022",82.717
"Dec 18, 2022",82.78
"Dec 11, 2022",82.706
"Dec 04, 2022",82.41
"Nov 27, 2022",81.41
"Nov 20, 2022",81.685
"Nov 13, 2022",81.617
"Nov 06, 2022",80.477
"Oct 30, 2022",81.962
"Oct 23, 2022",82.261
"Oct 16, 2022",82.529
"Oct 09, 2022",82.34
"Oct 02, 2022",82.82
"Sep 25, 2022",81.509
"Sep 18, 2022",81.25
"Sep 11, 2022",79.686
"Sep 04, 2022",79.635
"Aug 28, 2022",79.717
"Aug 21, 2022",79.961
"Aug 14, 2022",79.92
"Aug 07, 2022",79.641
"Jul 31, 2022",79.36
"Jul 24, 2022",79.336
"Jul 17, 2022",79.83
"Jul 10, 2022",79.76
"Jul 03, 2022",79.26
"Jun 26, 2022",78.928
"Jun 19, 2022",78.23
"Jun 12, 2022",77.935
"Jun 05, 2022",78.116
"May 29, 2022",77.592
"May 22, 2022",77.596
"May 15, 2022",77.85
"May 08, 2022",77.47
"May 01, 2022",76.956
"Apr 24, 2022",76.52
"Apr 17, 2022",76.46
"Apr 10, 2022",76.305
"Apr 03, 2022",75.938
"Mar 27, 2022",75.973
"Mar 20, 2022",76.28
"Mar 13, 2022",76.05
"Mar 06, 2022",76.483
"Feb 27, 2022",76.41
"Feb 20, 2022",75.06
"Feb 13, 2022",74.67
"Feb 06, 2022",75.319
"Jan 30, 2022",74.64
"Jan 23, 2022",75.034
"Jan 16, 2022",74.383
"Jan 09, 2022",74.151
"Jan 02, 2022",74.271
"Dec 26, 2021",74.467
"Dec 19, 2021",74.975
"Dec 12, 2021",75.985
"Dec 05, 2021",75.692
"Nov 28, 2021",75.224
"Nov 21, 2021",75.04
"Nov 14, 2021",74.333
"Nov 07, 2021",74.342
"Oct 31, 2021",74.174
"Oct 24, 2021",74.915
"Oct 17, 2021",74.994
"Oct 10, 2021",75.013
"Oct 03, 2021",75.112
"Sep 26, 2021",74.131
"Sep 19, 2021",73.813
"Sep 12, 2021",73.64
"Sep 05, 2021",73.517
"Aug 29, 2021",72.982
"Aug 22, 2021",73.47
"Aug 15, 2021",74.347
"Aug 08, 2021",74.239
"Aug 01, 2021",74.24
"Jul 25, 2021",74.337
"Jul 18, 2021",74.425
"Jul 11, 2021",74.606
"Jul 04, 2021",74.485
"Jun 27, 2021",74.512
"Jun 20, 2021",74.21
"Jun 13, 2021",74.1
"Jun 06, 2021",73.24
"May 30, 2021",72.86
"May 23, 2021",72.4
"May 16, 2021",72.817
"May 09, 2021",73.29
"May 02, 2021",73.252
"Apr 25, 2021",74.05
"Apr 18, 2021",74.92
"Apr 11, 2021",74.53
"Apr 04, 2021",74.722
"Mar 28, 2021",73.37
"Mar 21, 2021",72.61
"Mar 14, 2021",72.401
"Mar 07, 2021",72.68
"Feb 28, 2021",73.18
"Feb 21, 2021",73.92
"Feb 14, 2021",72.55
"Feb 07, 2021",72.58
"Jan 31, 2021",72.81
"Jan 24, 2021",72.877
"Jan 17, 2021",72.98
"Jan 10, 2021",73.12
"Jan 03, 2021",73.33
"Dec 27, 2020",73.12
"Dec 20, 2020",73.556
"Dec 13, 2020",73.57
"Dec 06, 2020",73.736
"Nov 29, 2020",73.757
"Nov 22, 2020",73.933
"Nov 15, 2020",74.11
"Nov 08, 2020",74.561
"Nov 01, 2020",73.974
"Oct 25, 2020",74.554
"Oct 18, 2020",73.829
"Oct 11, 2020",73.442
"Oct 04, 2020",73.01
"Sep 27, 2020",73.29
"Sep 20, 2020",73.67
"Sep 13, 2020",73.538
"Sep 06, 2020",73.43
"Aug 30, 2020",73.289
"Aug 23, 2020",73.114
"Aug 16, 2020",74.92
"Aug 09, 2020",74.874
"Aug 02, 2020",75.012
"Jul 26, 2020",74.916
"Jul 19, 2020",74.75
"Jul 12, 2020",74.884
"Jul 05, 2020",75.19
"Jun 28, 2020",74.634
"Jun 21, 2020",75.61
"Jun 14, 2020",76.25
"Jun 07, 2020",76.029
"May 31, 2020",75.558
"May 24, 2020",75.59
"May 17, 2020",75.94
"May 10, 2020",75.817
"May 03, 2020",75.51
"Apr 26, 2020",75.746
"Apr 19, 2020",76.26
"Apr 12, 2020",76.54
"Apr 05, 2020",75.869
"Mar 29, 2020",76.236
"Mar 22, 2020",75.469
"Mar 15, 2020",75.394
"Mar 08, 2020",73.839
"Mar 01, 2020",74.001
"Feb 23, 2020",72.534
"Feb 16, 2020",71.87
"Feb 09, 2020",71.527
"Feb 02, 2020",71.5
"Jan 26, 2020",71.54
"Jan 19, 2020",71.32
"Jan 12, 2020",71.076
"Jan 05, 2020",70.95
"Dec 29, 2019",71.76
"Dec 22, 2019",71.44
"Dec 15, 2019",71.05
"Dec 08, 2019",70.795
"Dec 01, 2019",71.268
"Nov 24, 2019",71.746
"Nov 17, 2019",71.786
"Nov 10, 2019",71.64
"Nov 03, 2019",71.35
"Oct 27, 2019",70.758
"Oct 20, 2019",70.81
"Oct 13, 2019",71.08
"Oct 06, 2019",70.913
"Sep 29, 2019",70.82
"Sep 22, 2019",70.492
"Sep 15, 2019",71.06
"Sep 08, 2019",70.97
"Sep 01, 2019",71.63
"Aug 25, 2019",71.451
"Aug 18, 2019",71.492
"Aug 11, 2019",71.15
"Aug 04, 2019",70.906
"Jul 28, 2019",69.69
"Jul 21, 2019",68.87
"Jul 14, 2019",68.85
"Jul 07, 2019",68.55
"Jun 30, 2019",68.44
"Jun 23, 2019",68.94
"Jun 16, 2019",69.61
"Jun 09, 2019",69.813
"Jun 02, 2019",69.34
"May 26, 2019",69.57
"May 19, 2019",69.37
"May 12, 2019",70.277
"May 05, 2019",69.999
"Apr 28, 2019",69.079
"Apr 21, 2019",69.84
"Apr 14, 2019",69.402
"Apr 07, 2019",69.18
"Mar 31, 2019",69.16
"Mar 24, 2019",69.18
"Mar 17, 2019",69.16
"Mar 10, 2019",68.938
"Mar 03, 2019",69.995
"Feb 24, 2019",70.99
"Feb 17, 2019",71.02
"Feb 10, 2019",71.32
"Feb 03, 2019",71.16
"Jan 27, 2019",71.42
"Jan 20, 2019",70.89
"Jan 13, 2019",71.2
"Jan 06, 2019",70.382
"Dec 30, 2018",69.54
"Dec 23, 2018",69.916
"Dec 16, 2018",70.13
"Dec 09, 2018",71.91
"Dec 02, 2018",70.85
"Nov 25, 2018",69.64
"Nov 18, 2018",70.65
"Nov 11, 2018",71.975
"Nov 04, 2018",72.475
"Oct 28, 2018",72.435
"Oct 21, 2018",73.455
"Oct 14, 2018",73.37
"Oct 07, 2018",73.6
"Sep 30, 2018",73.765
"Sep 23, 2018",72.5
"Sep 16, 2018",72.23
"Sep 09, 2018",71.87
"Sep 02, 2018",71.78
"Aug 26, 2018",71
"Aug 19, 2018",69.96
"Aug 12, 2018",70.09
"Aug 05, 2018",68.885
"Jul 29, 2018",68.54
"Jul 22, 2018",68.6
"Jul 15, 2018",68.73
"Jul 08, 2018",68.49
"Jul 01, 2018",68.8
"Jun 24, 2018",68.45
"Jun 17, 2018",67.86
"Jun 10, 2018",68.055
"Jun 03, 2018",67.52
"May 27, 2018",66.99
"May 20, 2018",67.72
"May 13, 2018",67.985
"May 06, 2018",67.355
"Apr 29, 2018",66.81
"Apr 22, 2018",66.61
"Apr 15, 2018",66.2
"Apr 08, 2018",65.25
"Apr 01, 2018",64.92
"Mar 25, 2018",65.11
"Mar 18, 2018",64.98
"Mar 11, 2018",64.98
"Mar 04, 2018",65.12
"Feb 25, 2018",65.21
"Feb 18, 2018",64.7
"Feb 11, 2018",64.21
"Feb 04, 2018",64.37
"Jan 28, 2018",64.12
"Jan 21, 2018",63.58
"Jan 14, 2018",63.82
"Jan 07, 2018",63.6
"Dec 31, 2017",63.33
"Dec 24, 2017",63.83
"Dec 17, 2017",64.01
"Dec 10, 2017",64.07
"Dec 03, 2017",64.47
"Nov 26, 2017",64.51
"Nov 19, 2017",64.67
"Nov 12, 2017",65.01
"Nov 05, 2017",65.18
"Oct 29, 2017",64.55
"Oct 22, 2017",65.035
"Oct 15, 2017",65.03
"Oct 08, 2017",64.695
"Oct 01, 2017",65.39
"Sep 24, 2017",65.305
"Sep 17, 2017",64.79
"Sep 10, 2017",64.105
"Sep 03, 2017",63.78
"Aug 27, 2017",64.02
"Aug 20, 2017",64
"Aug 13, 2017",64.09
"Aug 06, 2017",64.135
"Jul 30, 2017",63.624
"Jul 23, 2017",64.11
"Jul 16, 2017",64.385
"Jul 09, 2017",64.424
"Jul 02, 2017",64.625
"Jun 25, 2017",64.62
"Jun 18, 2017",64.505
"Jun 11, 2017",64.465
"Jun 04, 2017",64.245
"May 28, 2017",64.415
"May 21, 2017",64.51
"May 14, 2017",64.565
"May 07, 2017",64.243
"Apr 30, 2017",64.315
"Apr 23, 2017",64.29
"Apr 16, 2017",64.65
"Apr 09, 2017",64.48
"Apr 02, 2017",64.27
"Mar 26, 2017",64.86
"Mar 19, 2017",65.425
"Mar 12, 2017",65.475
"Mar 05, 2017",66.555
"Feb 26, 2017",66.78
"Feb 19, 2017",66.645
"Feb 12, 2017",67.08
"Feb 05, 2017",66.854
"Jan 29, 2017",67.184
"Jan 22, 2017",68.105
"Jan 15, 2017",68.075
"Jan 08, 2017",68.18
"Jan 01, 2017",68.115
"Dec 25, 2016",67.955
"Dec 18, 2016",67.837
"Dec 11, 2016",67.855
"Dec 04, 2016",67.47
"Nov 27, 2016",68.031
"Nov 20, 2016",68.519
"Nov 13, 2016",68.191
"Nov 06, 2016",67.565
"Oct 30, 2016",66.796
"Oct 23, 2016",66.778
"Oct 16, 2016",66.926
"Oct 09, 2016",66.717
"Oct 02, 2016",66.602
"Sep 25, 2016",66.556
"Sep 18, 2016",66.707
"Sep 11, 2016",67.075
"Sep 04, 2016",66.895
"Aug 28, 2016",66.795
"Aug 21, 2016",67.136
"Aug 14, 2016",67.137
"Aug 07, 2016",66.908
"Jul 31, 2016",66.842
"Jul 24, 2016",66.655
"Jul 17, 2016",67.154
"Jul 10, 2016",67.141
"Jul 03, 2016",67.139
"Jun 26, 2016",67.19
"Jun 19, 2016",67.885
"Jun 12, 2016",67.074
"Jun 05, 2016",66.952
"May 29, 2016",67
"May 22, 2016",67.031
"May 15, 2016",67.408
"May 08, 2016",66.855
"May 01, 2016",66.6
"Apr 24, 2016",66.425
"Apr 17, 2016",66.66
"Apr 10, 2016",66.66
"Apr 03, 2016",66.551
"Mar 27, 2016",66.365
"Mar 20, 2016",66.829
"Mar 13, 2016",66.384
"Mar 06, 2016",66.921
"Feb 28, 2016",66.938
"Feb 21, 2016",68.737
"Feb 14, 2016",68.545
"Feb 07, 2016",68.118
"Jan 31, 2016",67.81
"Jan 24, 2016",67.878
"Jan 17, 2016",67.549
"Jan 10, 2016",67.775
"Jan 03, 2016",66.847
"Dec 27, 2015",66.235
"Dec 20, 2015",66.025
"Dec 13, 2015",66.255
"Dec 06, 2015",67.148
"Nov 29, 2015",66.643
"Nov 22, 2015",66.907
"Nov 15, 2015",66.058
"Nov 08, 2015",66.059
"Nov 01, 2015",66.14
"Oct 25, 2015",65.423
"Oct 18, 2015",64.892
"Oct 11, 2015",64.703
"Oct 04, 2015",64.78
"Sep 27, 2015",65.364
"Sep 20, 2015",66.17
"Sep 13, 2015",65.868
"Sep 06, 2015",66.241
"Aug 30, 2015",66.685
"Aug 23, 2015",66.15
"Aug 16, 2015",66.034
"Aug 09, 2015",65.129
"Aug 02, 2015",63.739
"Jul 26, 2015",63.988
"Jul 19, 2015",64.106
"Jul 12, 2015",63.492
"Jul 05, 2015",63.358
"Jun 28, 2015",63.411
"Jun 21, 2015",63.452
"Jun 14, 2015",63.5
"Jun 07, 2015",64.1
"May 31, 2015",63.77
"May 24, 2015",63.743
"May 17, 2015",63.49
"May 10, 2015",63.44
"May 03, 2015",63.711
"Apr 26, 2015",63.719
"Apr 19, 2015",63.662
"Apr 12, 2015",62.55
"Apr 05, 2015",62.276
"Mar 29, 2015",61.96
"Mar 22, 2015",62.523
"Mar 15, 2015",62.41
"Mar 08, 2015",63.083
"Mar 01, 2015",62.46
"Feb 22, 2015",61.659
"Feb 15, 2015",62.109
"Feb 08, 2015",62.076
"Feb 01, 2015",61.97
"Jan 25, 2015",62.02
"Jan 18, 2015",61.44
"Jan 11, 2015",61.87
"Jan 04, 2015",62.355
"Dec 28, 2014",63.285
"Dec 21, 2014",63.562
"Dec 14, 2014",63.245
"Dec 07, 2014",62.525
"Nov 30, 2014",61.918
"Nov 23, 2014",62.21
"Nov 16, 2014",61.767
"Nov 09, 2014",61.715
"Nov 02, 2014",61.52
"Oct 26, 2014",61.405
"Oct 19, 2014",61.17
"Oct 12, 2014",61.365
"Oct 05, 2014",61.285
"Sep 28, 2014",61.545
"Sep 21, 2014",61.145
"Sep 14, 2014",60.86
"Sep 07, 2014",60.655
"Aug 31, 2014",60.395
"Aug 24, 2014",60.52
"Aug 17, 2014",60.47
"Aug 10, 2014",60.78
"Aug 03, 2014",61.145
"Jul 27, 2014",61.215
"Jul 20, 2014",60.06
"Jul 13, 2014",60.285
"Jul 06, 2014",60.095
"Jun 29, 2014",59.725
"Jun 22, 2014",60.045
"Jun 15, 2014",60.175
"Jun 08, 2014",59.71
"Jun 01, 2014",59.175
"May 25, 2014",59.195
"May 18, 2014",58.525
"May 11, 2014",58.585
"May 04, 2014",59.965
"Apr 27, 2014",60.185
"Apr 20, 2014",60.645
"Apr 13, 2014",60.295
"Apr 06, 2014",60.18
"Mar 30, 2014",60.085
"Mar 23, 2014",59.89
"Mar 16, 2014",60.9
"Mar 09, 2014",61.205
"Mar 02, 2014",61.085
"Feb 23, 2014",61.795
"Feb 16, 2014",62.14
"Feb 09, 2014",61.855
"Feb 02, 2014",62.305
"Jan 26, 2014",62.685
"Jan 19, 2014",62.695
"Jan 12, 2014",61.545
"Jan 05, 2014",61.907
"Dec 29, 2013",62.19
"Dec 22, 2013",61.94
"Dec 15, 2013",62
"Dec 08, 2013",62.195
"Dec 01, 2013",61.435
"Nov 24, 2013",62.399
"Nov 17, 2013",62.733
"Nov 10, 2013",62.98
"Nov 03, 2013",62.48
"Oct 27, 2013",61.75
"Oct 20, 2013",61.465
"Oct 13, 2013",61.24
"Oct 06, 2013",61.02
"Sep 29, 2013",61.435
"Sep 22, 2013",62.515
"Sep 15, 2013",62.235
"Sep 08, 2013",63.38
"Sep 01, 2013",65.245
"Aug 25, 2013",65.705
"Aug 18, 2013",63.205
"Aug 11, 2013",61.665
"Aug 04, 2013",60.68
"Jul 28, 2013",61.105
"Jul 21, 2013",59.046
"Jul 14, 2013",59.34
"Jul 07, 2013",59.891
"Jun 30, 2013",60.23
"Jun 23, 2013",59.533
"Jun 16, 2013",59.275
"Jun 09, 2013",57.505
"Jun 02, 2013",57.065
"May 26, 2013",56.58
"May 19, 2013",55.82
"May 12, 2013",54.895
"May 05, 2013",54.81
"Apr 28, 2013",53.81
"Apr 21, 2013",54.38
"Apr 14, 2013",53.94
"Apr 07, 2013",54.52
"Mar 31, 2013",54.81
"Mar 24, 2013",54.285
"Mar 17, 2013",54.35
"Mar 10, 2013",54.03
"Mar 03, 2013",54.35
"Feb 24, 2013",54.905
"Feb 17, 2013",54.28
"Feb 10, 2013",54.325
"Feb 03, 2013",53.595
"Jan 27, 2013",53.17
"Jan 20, 2013",53.8
"Jan 13, 2013",53.745
"Jan 06, 2013",54.875
"Dec 30, 2012",54.94
"Dec 23, 2012",54.76
"Dec 16, 2012",55.065
"Dec 09, 2012",54.445
"Dec 02, 2012",54.345
"Nov 25, 2012",54.265
"Nov 18, 2012",55.45
"Nov 11, 2012",55.165
"Nov 04, 2012",54.595
"Oct 28, 2012",53.815
"Oct 21, 2012",53.555
"Oct 14, 2012",53.845
"Oct 07, 2012",52.81
"Sep 30, 2012",51.915
"Sep 23, 2012",52.855
"Sep 16, 2012",53.365
"Sep 09, 2012",54.305
"Sep 02, 2012",55.365
"Aug 26, 2012",55.525
"Aug 19, 2012",55.505
"Aug 12, 2012",55.735
"Aug 05, 2012",55.285
"Jul 29, 2012",55.755
"Jul 22, 2012",55.255
"Jul 15, 2012",55.325
"Jul 08, 2012",55.145
"Jul 01, 2012",55.41
"Jun 24, 2012",55.51
"Jun 17, 2012",57.125
"Jun 10, 2012",55.395
"Jun 03, 2012",55.425
"May 27, 2012",55.545
"May 20, 2012",55.375
"May 13, 2012",54.425
"May 06, 2012",53.635
"Apr 29, 2012",53.475
"Apr 22, 2012",52.545
"Apr 15, 2012",52.075
"Apr 08, 2012",51.55
"Apr 01, 2012",51.115
"Mar 25, 2012",50.875
"Mar 18, 2012",51.175
"Mar 11, 2012",50.14
"Mar 04, 2012",49.76
"Feb 26, 2012",49.525
"Feb 19, 2012",49.015
"Feb 12, 2012",49.325
"Feb 05, 2012",49.36
"Jan 29, 2012",48.61
"Jan 22, 2012",49.395
"Jan 15, 2012",50.23
"Jan 08, 2012",51.44
"Jan 01, 2012",52.68
"Dec 25, 2011",53.015
"Dec 18, 2011",52.79
"Dec 11, 2011",52.5
"Dec 04, 2011",51.875
"Nov 27, 2011",51.11
"Nov 20, 2011",52.14
"Nov 13, 2011",51.235
"Nov 06, 2011",50.005
"Oct 30, 2011",49
"Oct 23, 2011",48.62
"Oct 16, 2011",49.85
"Oct 09, 2011",49.02
"Oct 02, 2011",49.04
"Sep 25, 2011",49.02
"Sep 18, 2011",49.35
"Sep 11, 2011",47.33
"Sep 04, 2011",46.49
"Aug 28, 2011",45.785
"Aug 21, 2011",46.16
"Aug 14, 2011",45.67
"Aug 07, 2011",45.4
"Jul 31, 2011",44.72
"Jul 24, 2011",44.21
"Jul 17, 2011",44.35
"Jul 10, 2011",44.515
"Jul 03, 2011",44.38
"Jun 26, 2011",44.63
"Jun 19, 2011",44.995
"Jun 12, 2011",44.8
"Jun 05, 2011",44.73
"May 29, 2011",44.83
"May 22, 2011",45.18
"May 15, 2011",44.95
"May 08, 2011",44.865
"May 01, 2011",44.73
"Apr 24, 2011",44.255
"Apr 17, 2011",44.19
"Apr 10, 2011",44.275
"Apr 03, 2011",44.08
"Mar 27, 2011",44.395
"Mar 20, 2011",44.705
"Mar 13, 2011",45.015
"Mar 06, 2011",45.075
"Feb 27, 2011",44.91
"Feb 20, 2011",45.275
"Feb 13, 2011",45.115
"Feb 06, 2011",45.615
"Jan 30, 2011",45.575
"Jan 23, 2011",45.92
"Jan 16, 2011",45.63
"Jan 09, 2011",45.365
"Jan 02, 2011",45.355
"Mar 12, 2010",45.465
"Mar 13, 2010",45.515
"Mar 14, 2010",45.42
"Mar 15, 2010",45.59
"Mar 16, 2010",45.535
"Mar 17, 2010",45.455
"Mar 18, 2010",45.795
"Mar 19, 2010",45.7
"Mar 02, 2010",45.704
"Mar 01, 2010",46.005
"Feb 26, 2010",46.105
"Feb 25, 2010",46.385
"Feb 24, 2010",46.295
"Feb 23, 2010",46.275
"Feb 22, 2010",46.125
"Feb 19, 2010",46.17
"Feb 18, 2010",46.255
"Feb 17, 2010",46.175
"Feb 16, 2010",45.955
"Feb 15, 2010",46.355
"Feb 12, 2010",46.425
"Feb 11, 2010",46.355
"Feb 10, 2010",46.365
"Feb 09, 2010",46.405
"Feb 08, 2010",46.845
"Feb 05, 2010",46.645
"Feb 04, 2010",46.235
"Feb 03, 2010",45.925
"Feb 02, 2010",46.125
"Feb 01, 2010",46.14
"Jan 29, 2010",46.125
"Jan 28, 2010",46.25
"Jan 27, 2010",46.19
"Jan 26, 2010",45.855
"Jan 25, 2010",46.075
"Jan 22, 2010",46.225
"Jan 21, 2010",46.23
"Jan 20, 2010",45.86
"Jan 19, 2010",45.76
"Jan 18, 2010",45.645
"Jan 15, 2010",45.79
"Jan 14, 2010",45.6
"Jan 13, 2010",45.495
"Jan 12, 2010",45.66
"Jan 11, 2010",45.26
"Jan 08, 2010",45.47
"Jan 07, 2010",45.65
"Jan 06, 2010",45.695
"Jan 05, 2010",46.205
"Jan 04, 2010",46.295
"Jan 01, 2010",46.615
"Dec 31, 2009",46.41
"Dec 30, 2009",46.525
"Dec 29, 2009",46.58
"Dec 28, 2009",46.475
"Dec 25, 2009",46.51
"Dec 24, 2009",46.73
"Dec 23, 2009",46.67
"Dec 22, 2009",46.825
"Dec 21, 2009",46.825
"Dec 18, 2009",46.725
"Dec 17, 2009",46.935
"Dec 16, 2009",46.585
"Dec 15, 2009",46.534
"Dec 14, 2009",46.6
"Dec 11, 2009",46.48
"Dec 10, 2009",46.525
"Dec 09, 2009",46.535
"Dec 08, 2009",46.625
"Dec 07, 2009",46.465
"Dec 04, 2009",46.175
"Dec 03, 2009",46.025
"Dec 02, 2009",46.225
"Dec 01, 2009",46.254
"Nov 30, 2009",46.535
"Nov 27, 2009",46.465
"Nov 26, 2009",46.675
"Nov 25, 2009",45.98
"Nov 24, 2009",46.47
"Nov 23, 2009",46.465
"Nov 20, 2009",46.575
"Nov 19, 2009",46.75
"Nov 18, 2009",46.215
"Nov 17, 2009",46.225
"Nov 16, 2009",46.005
"Nov 13, 2009",46.19
"Nov 12, 2009",46.62
"Nov 11, 2009",46.354
"Nov 10, 2009",46.325
"Nov 09, 2009",46.37
"Nov 06, 2009",46.825
"Nov 05, 2009",46.97
"Nov 04, 2009",46.91
"Nov 03, 2009",47.145
"Nov 02, 2009",46.825
"Oct 30, 2009",46.925
"Oct 29, 2009",46.78
"Oct 28, 2009",47.175
"Oct 27, 2009",46.945
"Oct 26, 2009",46.575
"Oct 23, 2009",46.5
"Oct 22, 2009",46.565
"Oct 21, 2009",46.345
"Oct 20, 2009",46.265
"Oct 19, 2009",46.02
"Oct 16, 2009",46.225
"Oct 15, 2009",45.975
"Oct 14, 2009",46.004
"Oct 13, 2009",46.405
"Oct 12, 2009",46.345
"Oct 09, 2009",46.515
"Oct 08, 2009",46.225
"Oct 07, 2009",46.65
"Oct 06, 2009",46.765
"Oct 05, 2009",47.415
"Oct 02, 2009",47.63
"Oct 01, 2009",47.72
"Sep 30, 2009",47.735
"Sep 29, 2009",48.135
"Sep 28, 2009",47.754
"Sep 25, 2009",47.945
"Sep 24, 2009",47.895
"Sep 23, 2009",47.995
"Sep 22, 2009",47.925
"Sep 21, 2009",47.975
"Sep 18, 2009",48.01
"Sep 17, 2009",48.11
"Sep 16, 2009",48.145
"Sep 15, 2009",48.46
"Sep 14, 2009",48.68
"Sep 11, 2009",48.31
"Sep 10, 2009",48.415
"Sep 09, 2009",48.455
"Sep 08, 2009",48.325
"Sep 07, 2009",48.585
"Sep 04, 2009",48.775
"Sep 03, 2009",48.825
"Sep 02, 2009",48.975
"Sep 01, 2009",49.155
"Aug 31, 2009",48.69
"Aug 28, 2009",48.535
"Aug 27, 2009",48.79
"Aug 26, 2009",48.905
"Aug 25, 2009",48.7
"Aug 24, 2009",48.525
"Aug 21, 2009",48.42
"Aug 20, 2009",48.43
"Aug 19, 2009",48.615
"Aug 18, 2009",48.725
"Aug 17, 2009",48.82
"Aug 14, 2009",48.2
"Aug 13, 2009",48.02
"Aug 12, 2009",48.13
"Aug 11, 2009",47.895
"Aug 10, 2009",47.755
"Aug 07, 2009",47.69
"Aug 06, 2009",47.605
"Aug 05, 2009",47.435
"Aug 04, 2009",47.47
"Aug 03, 2009",47.325
"Jul 31, 2009",47.825
"Jul 30, 2009",48.26
"Jul 29, 2009",48.275
"Jul 28, 2009",48.225
"Jul 27, 2009",48.175
"Jul 24, 2009",48.09
"Jul 23, 2009",48.22
"Jul 22, 2009",48.42
"Jul 21, 2009",48.225
"Jul 20, 2009",48.12
"Jul 17, 2009",48.57
"Jul 16, 2009",48.625
"Jul 15, 2009",48.575
"Jul 14, 2009",48.88
"Jul 13, 2009",48.93
"Jul 10, 2009",48.77
"Jul 09, 2009",48.58
"Jul 08, 2009",48.81
"Jul 07, 2009",48.45
"Jul 06, 2009",48.515
"Jul 03, 2009",47.815
"Jul 02, 2009",47.925
"Jul 01, 2009",47.775
"Jun 30, 2009",47.75
"Jun 29, 2009",48.025
"Jun 26, 2009",48.035
"Jun 25, 2009",48.525
"Jun 24, 2009",48.365
"Jun 23, 2009",48.475
"Jun 22, 2009",48.545
"Jun 19, 2009",48.025
"Jun 18, 2009",48.06
"Jun 17, 2009",47.97
"Jun 16, 2009",47.675
"Jun 15, 2009",47.61
"Jun 12, 2009",47.45
"Jun 11, 2009",47.425
"Jun 10, 2009",47.225
"Jun 09, 2009",47.33
"Jun 08, 2009",47.525
"Jun 05, 2009",46.95
"Jun 04, 2009",47.105
"Jun 03, 2009",46.89
"Jun 02, 2009",46.81
"Jun 01, 2009",46.79
"May 29, 2009",47.12
"May 28, 2009",47.525
"May 27, 2009",47.58
"May 26, 2009",47.475
"May 25, 2009",47.285
"May 22, 2009",46.83
"May 21, 2009",47.23
"May 20, 2009",47.435
"May 19, 2009",47.53
"May 18, 2009",47.59
"May 15, 2009",49.31
"May 14, 2009",49.62
"May 13, 2009",49.635
"May 12, 2009",49.275
"May 11, 2009",49.43
"May 08, 2009",49.155
"May 07, 2009",49.115
"May 06, 2009",49.435
"May 05, 2009",49.245
"May 04, 2009",49.69
"May 01, 2009",49.675
"Apr 30, 2009",49.725
"Apr 29, 2009",49.89
"Apr 28, 2009",50.35
"Apr 27, 2009",50.13
"Apr 24, 2009",49.61
"Apr 23, 2009",49.905
"Apr 22, 2009",50.335
"Apr 21, 2009",50.31
"Apr 20, 2009",50.22
"Apr 17, 2009",49.79
"Apr 16, 2009",49.61
"Apr 15, 2009",49.575
"Apr 14, 2009",49.58
"Apr 13, 2009",49.72
"Apr 10, 2009",49.79
"Apr 09, 2009",49.83
"Apr 08, 2009",50.14
"Apr 07, 2009",49.97
"Apr 06, 2009",50.01
"Apr 03, 2009",49.9
"Apr 02, 2009",50.01
"Apr 01, 2009",50.65
"Mar 31, 2009",50.57
"Mar 30, 2009",51.13
"Mar 27, 2009",50.525
"Mar 26, 2009",50.42
"Mar 25, 2009",50.53
"Mar 24, 2009",50.425
"Mar 23, 2009",50.31
"Mar 20, 2009",50.52
"Mar 19, 2009",50.26
"Mar 18, 2009",51.13
"Mar 17, 2009",51.26
"Mar 16, 2009",51.14
"Mar 13, 2009",51.55
"Mar 12, 2009",51.5
"Mar 11, 2009",50.99
"Mar 10, 2009",51.36
"Mar 09, 2009",51.815
"Mar 06, 2009",51.69
"Mar 05, 2009",51.605
"Mar 04, 2009",51.54
"Mar 03, 2009",51.97
"Mar 02, 2009",51.825
"Feb 27, 2009",51.005
"Feb 26, 2009",50.345
"Feb 25, 2009",49.875
"Feb 24, 2009",49.72
"Feb 23, 2009",49.295
"Feb 20, 2009",49.545
"Feb 19, 2009",49.38
"Feb 18, 2009",50.01
"Feb 17, 2009",49.63
"Feb 16, 2009",48.82
"Feb 13, 2009",48.595
"Feb 12, 2009",48.735
"Feb 11, 2009",48.82
"Feb 10, 2009",48.8
"Feb 09, 2009",48.545
"Feb 06, 2009",48.63
"Feb 05, 2009",48.65
"Feb 04, 2009",48.715
"Feb 03, 2009",48.51
"Feb 02, 2009",48.68
"Jan 30, 2009",48.85
"Jan 29, 2009",48.77
"Jan 28, 2009",48.67
"Jan 27, 2009",48.7
"Jan 26, 2009",48.525
"Jan 23, 2009",49.075
"Jan 22, 2009",49.01
"Jan 21, 2009",49.05
"Jan 20, 2009",49.05
"Jan 19, 2009",48.525
"Jan 16, 2009",48.645
"Jan 15, 2009",48.895
"Jan 14, 2009",48.64
"Jan 13, 2009",48.925
"Jan 12, 2009",48.62
"Jan 09, 2009",48.07
"Jan 08, 2009",48.52
"Jan 07, 2009",48.735
"Jan 06, 2009",48.44
"Jan 05, 2009",48.41
"Jan 02, 2009",48.12
"Jan 01, 2009",48.75
"Dec 31, 2008",48.62
"Dec 30, 2008",48.09
"Dec 29, 2008",48.3
"Dec 26, 2008",48.435
"Dec 25, 2008",47.505
